Block Number,Proposer ID,Builder ID,Winning Bid Value,Winning Block Value,Reward
179,24576,30,5.21502e-310,384.569,384.569
180,24576,5,6.9516e-310,652.071,652.071
181,24576,5,6.9516e-310,571.31,571.31
182,24576,90,5.21502e-310,545.908,545.908
183,24576,10,5.21502e-310,599.377,599.377
184,24576,10,5.21502e-310,397.513,397.513
185,24576,5,6.9516e-310,640.397,640.397
186,24576,1,6.9516e-310,349.239,349.239
187,24576,10,5.21502e-310,417.654,417.654
188,24576,70,5.21502e-310,585.605,585.605
189,24576,4,6.9516e-310,136.578,136.578
190,24576,1,6.9516e-310,482.744,482.745
191,24576,50,5.21502e-310,603.315,603.315
192,24576,10,5.21502e-310,640.495,640.495
193,24576,3,6.9516e-310,602.631,602.631
194,24576,3,6.9516e-310,390.305,390.305
195,24576,30,5.21502e-310,326.234,326.234
196,24576,70,5.21502e-310,787.193,787.193
197,24576,90,5.21502e-310,542.298,542.298
198,24576,3,6.9516e-310,662.596,662.596
199,24576,10,5.21502e-310,617.375,617.375
200,24576,70,5.21502e-310,491.661,491.661
201,24576,70,5.21502e-310,559.411,559.411
202,24576,2,6.9516e-310,377.928,377.927
203,24576,30,5.21502e-310,288.317,288.317
204,24576,10,5.21502e-310,646.754,646.754
205,24576,2,6.9516e-310,474.848,474.848
206,24576,5,6.9516e-310,533.379,533.379
207,24576,4,6.9516e-310,143.767,143.767
208,24576,10,5.21502e-310,425.402,425.402
209,24576,50,5.21502e-310,674.23,674.23
210,24576,2,6.9516e-310,532.255,532.255
211,24576,2,6.9516e-310,624.098,624.098
212,24576,50,5.21502e-310,594.865,594.865
213,24576,30,5.21502e-310,672.558,672.557
214,24576,2,6.9516e-310,456.484,456.484
215,24576,70,5.21502e-310,614.103,614.103
216,24576,30,5.21502e-310,495.868,495.868
217,24576,50,5.21502e-310,676.312,676.312
218,24576,5,6.9516e-310,702.765,702.765
219,24576,2,6.9516e-310,435.768,435.768
220,24576,90,5.21502e-310,498.463,498.463
221,24576,5,6.9516e-310,624.674,624.674
222,24576,3,6.9516e-310,331.582,331.582
223,24576,1,6.9516e-310,397.78,397.78
224,24576,90,5.21502e-310,516.014,516.014
225,24576,3,6.9516e-310,368.056,368.056
226,24576,4,6.9516e-310,91.4639,91.4639
227,24576,70,5.21502e-310,536.992,536.992
228,24576,2,6.9516e-310,282.27,282.27
229,24576,10,5.21502e-310,633.942,633.942
230,24576,1,6.9516e-310,247.361,247.361
231,24576,90,5.21502e-310,736.519,736.519
232,24576,50,5.21502e-310,706.47,706.47
233,24576,10,5.21502e-310,563.322,563.322
234,24576,50,5.21502e-310,578.516,578.516
235,24576,70,5.21502e-310,826.336,826.336
236,24576,1,6.9516e-310,312.816,312.816
237,24576,3,6.9516e-310,502.911,502.911
238,24576,70,5.21502e-310,596.04,596.04
239,24576,70,5.21502e-310,554.713,554.713
240,24576,1,6.9516e-310,188.484,188.484
241,24576,4,6.9516e-310,386.373,386.373
242,24576,50,5.21502e-310,814.996,814.996
243,24576,4,6.9516e-310,592.79,592.79
244,24576,70,5.21502e-310,585.362,585.362
245,24576,5,6.9516e-310,657.282,657.282
246,24576,70,5.21502e-310,539.854,539.854
247,24576,5,6.9516e-310,463.859,463.859
248,24576,30,5.21502e-310,449.19,449.19
249,24576,70,5.21502e-310,665.89,665.89
250,24576,4,6.9516e-310,174.218,174.218
251,24576,2,6.9516e-310,540.663,540.663
252,24576,90,5.21502e-310,431.143,431.143
253,24576,5,6.9516e-310,279.124,279.124
254,24576,10,5.21502e-310,611.164,611.164
255,24576,30,5.21502e-310,522.847,522.847
256,24576,3,6.9516e-310,607.652,607.652
257,24576,90,5.21502e-310,598.559,598.559
258,24576,1,6.9516e-310,351.379,351.379
259,24576,4,6.9516e-310,196.358,196.358
260,24576,1,6.9516e-310,190.822,190.822
261,24576,2,6.9516e-310,680.488,680.488
262,24576,70,5.21502e-310,546.136,546.136
263,24576,3,6.9516e-310,420.837,420.837
264,24576,3,6.9516e-310,465.098,465.098
265,24576,5,6.9516e-310,416.747,416.747
266,24576,70,5.21502e-310,453.507,453.507
267,24576,2,6.9516e-310,294.078,294.078
268,24576,30,5.21502e-310,583.141,583.141
269,24576,2,6.9516e-310,457.497,457.497
270,24576,4,6.9516e-310,413.339,413.339
271,24576,70,5.21502e-310,708.129,708.129
272,24576,2,6.9516e-310,458.278,458.278
273,24576,70,5.21502e-310,629.771,629.771
274,24576,30,5.21502e-310,539.739,539.739
275,24576,1,6.9516e-310,459.773,459.773
276,24576,30,5.21502e-310,553.899,553.898
277,24576,4,6.9516e-310,380.926,380.926
278,24576,4,6.9516e-310,455.554,455.554
279,24576,3,6.9516e-310,631.822,631.822
280,24576,30,5.21502e-310,416.487,416.487
281,24576,90,5.21502e-310,433.411,433.411
282,24576,70,5.21502e-310,606.389,606.389
283,24576,4,6.9516e-310,384.166,384.166
284,24576,30,5.21502e-310,566.479,566.479
285,24576,2,6.9516e-310,624.731,624.731
286,24576,5,6.9516e-310,705.149,705.149
287,24576,2,6.9516e-310,227.292,227.292
288,24576,10,5.21502e-310,589.748,589.747
289,24576,1,6.9516e-310,459.073,459.073
290,24576,30,5.21502e-310,699.125,699.125
291,24576,5,6.9516e-310,717.504,717.504
292,24576,90,5.21502e-310,607.623,607.623
293,24576,5,6.9516e-310,550.526,550.526
294,24576,30,5.21502e-310,379.323,379.323
295,24576,2,6.9516e-310,252.988,252.988
296,24576,10,5.21502e-310,611.359,611.359
297,24576,2,6.9516e-310,198.104,198.104
298,24576,5,6.9516e-310,669.8,669.8
299,24576,50,5.21502e-310,479.032,479.032
300,24576,70,5.21502e-310,573.431,573.431
301,24576,30,5.21502e-310,498.741,498.741
302,24576,5,6.9516e-310,664.756,664.756
303,24576,30,5.21502e-310,376.356,376.356
304,24576,30,5.21502e-310,583.962,583.962
305,24576,50,5.21502e-310,588.867,588.867
306,24576,5,6.9516e-310,457.743,457.743
307,24576,1,6.9516e-310,106.749,106.749
308,24576,70,5.21502e-310,661.382,661.382
309,24576,3,6.9516e-310,555.145,555.145
310,24576,5,6.9516e-310,523.051,523.051
311,24576,90,5.21502e-310,500.437,500.437
312,24576,30,5.21502e-310,592.529,592.529
313,24576,3,6.9516e-310,647.056,647.056
314,24576,90,5.21502e-310,516.414,516.414
315,24576,3,6.9516e-310,371.735,371.735
316,24576,1,6.9516e-310,53.697,53.697
317,24576,1,6.9516e-310,277.707,277.707
318,24576,90,5.21502e-310,660.528,660.528
319,24576,10,5.21502e-310,406.599,406.599
320,24576,2,6.9516e-310,373.768,373.768
321,24576,4,6.9516e-310,242.329,242.329
322,24576,10,5.21502e-310,724.578,724.578
323,24576,1,6.9516e-310,388.695,388.695
324,24576,10,5.21502e-310,658.614,658.614
325,24576,4,6.9516e-310,393.324,393.324
326,24576,5,6.9516e-310,659.133,659.133
327,24576,2,6.9516e-310,253.529,253.529
328,24576,90,5.21502e-310,612.396,612.396
329,24576,3,6.9516e-310,774.788,774.788
330,24576,2,6.9516e-310,379.196,379.196
331,24576,50,5.21502e-310,535.991,535.992
332,24576,2,6.9516e-310,499.891,499.891
333,24576,70,5.21502e-310,737.798,737.798
334,24576,30,5.21502e-310,616.646,616.646
335,24576,10,5.21502e-310,683.603,683.603
336,24576,5,6.9516e-310,654.878,654.878
337,24576,10,5.21502e-310,463.692,463.692
338,24576,10,5.21502e-310,557.762,557.762
339,24576,10,5.21502e-310,432.593,432.593
340,24576,5,6.9516e-310,819.773,819.773
341,24576,50,5.21502e-310,545.443,545.443
342,24576,4,6.9516e-310,309.648,309.648
343,24576,30,5.21502e-310,421.626,421.626
344,24576,90,5.21502e-310,764.175,764.175
345,24576,70,5.21502e-310,808.472,808.472
346,24576,1,6.9516e-310,519.12,519.12
347,24576,3,6.9516e-310,608.467,608.467
348,24576,10,5.21502e-310,510.159,510.159
349,24576,2,6.9516e-310,388.005,388.005
350,24576,4,6.9516e-310,519.955,519.955
351,24576,3,6.9516e-310,559.936,559.936
352,24576,30,5.21502e-310,595.1,595.1
353,24576,1,6.9516e-310,86.7692,86.7692
354,24576,4,6.9516e-310,434.239,434.238
355,24576,4,6.9516e-310,669.712,669.712
356,24576,70,5.21502e-310,621.238,621.238
357,24576,4,6.9516e-310,127.291,127.291
358,24576,90,5.21502e-310,526.872,526.872
359,24576,3,6.9516e-310,507.239,507.239
360,24576,10,5.21502e-310,581.885,581.885
361,24576,5,6.9516e-310,579.968,579.968
362,24576,50,5.21502e-310,456.24,456.24
363,24576,70,5.21502e-310,679.429,679.429
364,24576,4,6.9516e-310,395.146,395.146
365,24576,4,6.9516e-310,262.085,262.085
366,24576,2,6.9516e-310,583.473,583.473
367,24576,2,6.9516e-310,410.562,410.562
368,24576,70,5.21502e-310,668.012,668.012
369,24576,1,6.9516e-310,325.687,325.687
370,24576,10,5.21502e-310,705.582,705.582
371,24576,4,6.9516e-310,275.218,275.218
372,24576,4,6.9516e-310,327.734,327.734
373,24576,50,5.21502e-310,791.926,791.926
374,24576,70,5.21502e-310,579.643,579.643
375,24576,2,6.9516e-310,442.337,442.337
376,24576,90,5.21502e-310,482.953,482.953
377,24576,2,6.9516e-310,181.265,181.265
378,24576,10,5.21502e-310,429.723,429.723
379,24576,1,6.9516e-310,207.286,207.286
380,24576,1,6.9516e-310,453.734,453.734
381,24576,5,6.9516e-310,590.334,590.334
382,24576,90,5.21502e-310,496.041,496.041
383,24576,1,6.9516e-310,550.828,550.828
384,24576,10,5.21502e-310,541.326,541.326
385,24576,5,6.9516e-310,593.974,593.974
386,24576,10,5.21502e-310,749.812,749.812
387,24576,90,5.21502e-310,613.791,613.791
388,24576,1,6.9516e-310,376.114,376.114
389,24576,2,6.9516e-310,263.432,263.432
390,24576,70,5.21502e-310,848.48,848.48
391,24576,5,6.9516e-310,719.479,719.479
392,24576,1,6.9516e-310,330.161,330.161
393,24576,4,6.9516e-310,210.124,210.124
394,24576,90,5.21502e-310,590.204,590.204
395,24576,1,6.9516e-310,448.181,448.181
396,24576,70,5.21502e-310,735.058,735.058
397,24576,90,5.21502e-310,547.999,547.999
398,24576,3,6.9516e-310,660.795,660.795
399,24576,10,5.21502e-310,429.881,429.881
400,24576,30,5.21502e-310,411.26,411.26
401,24576,90,5.21502e-310,562.09,562.09
402,24576,90,5.21502e-310,781.587,781.587
403,24576,10,5.21502e-310,456.902,456.902
404,24576,30,5.21502e-310,407.428,407.428
405,24576,50,5.21502e-310,599.447,599.447
406,24576,90,5.21502e-310,403.105,403.105
407,24576,3,6.9516e-310,716.034,716.034
408,24576,50,5.21502e-310,642.308,642.308
409,24576,70,5.21502e-310,450.001,450.001
410,24576,3,6.9516e-310,718.893,718.893
411,24576,70,5.21502e-310,618.124,618.124
412,24576,50,5.21502e-310,343.409,343.409
413,24576,10,5.21502e-310,643.462,643.462
414,24576,10,5.21502e-310,479.435,479.435
415,24576,90,5.21502e-310,842.312,842.312
416,24576,5,6.9516e-310,561.146,561.146
417,24576,10,5.21502e-310,243.45,243.45
418,24576,30,5.21502e-310,430.551,430.551
419,24576,3,6.9516e-310,696.337,696.337
420,24576,1,6.9516e-310,221.646,221.646
421,24576,30,5.21502e-310,356.146,356.146
422,24576,30,5.21502e-310,468.058,468.058
423,24576,10,5.21502e-310,592.742,592.742
424,24576,4,6.9516e-310,275.593,275.593
425,24576,90,5.21502e-310,601.095,601.095
426,24576,50,5.21502e-310,484.126,484.126
427,24576,1,6.9516e-310,481.348,481.348
428,24576,30,5.21502e-310,516.678,516.678
429,24576,30,5.21502e-310,501.011,501.011
430,24576,10,5.21502e-310,644.284,644.284
431,24576,30,5.21502e-310,583.397,583.397
432,24576,2,6.9516e-310,526.637,526.637
433,24576,3,6.9516e-310,539.242,539.242
434,24576,70,5.21502e-310,633.079,633.079
435,24576,3,6.9516e-310,406.236,406.236
436,24576,10,5.21502e-310,509.831,509.831
437,24576,2,6.9516e-310,411.279,411.279
438,24576,50,5.21502e-310,558.722,558.722
439,24576,30,5.21502e-310,611.861,611.861
440,24576,90,5.21502e-310,719.415,719.415
441,24576,4,6.9516e-310,266.545,266.545
442,24576,90,5.21502e-310,760.935,760.935
443,24576,2,6.9516e-310,256.198,256.198
444,24576,4,6.9516e-310,322.518,322.518
445,24576,10,5.21502e-310,628.277,628.277
446,24576,5,6.9516e-310,705.922,705.922
447,24576,70,5.21502e-310,458.315,458.315
448,24576,2,6.9516e-310,323.058,323.058
449,24576,30,5.21502e-310,431.896,431.896
450,24576,70,5.21502e-310,549.497,549.497
451,24576,2,6.9516e-310,315.291,315.291
452,24576,90,5.21502e-310,489.526,489.526
453,24576,50,5.21502e-310,626.297,626.297
454,24576,70,5.21502e-310,553.78,553.78
455,24576,70,5.21502e-310,409.337,409.337
456,24576,50,5.21502e-310,501.326,501.326
457,24576,10,5.21502e-310,284.319,284.319
458,24576,70,5.21502e-310,416.172,416.172
459,24576,4,6.9516e-310,240.058,240.058
460,24576,4,6.9516e-310,92.4613,92.4613
461,24576,70,5.21502e-310,820.917,820.917
462,24576,30,5.21502e-310,537.374,537.374
463,24576,50,5.21502e-310,632.267,632.267
464,24576,70,5.21502e-310,706.869,706.869
465,24576,5,6.9516e-310,702.691,702.691
466,24576,90,5.21502e-310,434.122,434.122
467,24576,10,5.21502e-310,536.631,536.631
468,24576,70,5.21502e-310,781.873,781.873
469,24576,1,6.9516e-310,381.194,381.194
470,24576,70,5.21502e-310,680.773,680.773
471,24576,10,5.21502e-310,430.891,430.891
472,24576,2,6.9516e-310,463.417,463.417
473,24576,5,6.9516e-310,621.214,621.214
474,24576,10,5.21502e-310,390.577,390.577
475,24576,50,5.21502e-310,544.244,544.244
476,24576,30,5.21502e-310,760.411,760.411
477,24576,30,5.21502e-310,599.242,599.242
478,24576,2,6.9516e-310,577.923,577.923
479,24576,30,5.21502e-310,500.514,500.514
480,24576,1,6.9516e-310,369.801,369.801
481,24576,70,5.21502e-310,588.493,588.493
482,24576,90,5.21502e-310,582.563,582.563
483,24576,5,6.9516e-310,423.938,423.938
484,24576,90,5.21502e-310,464.577,464.577
485,24576,90,5.21502e-310,464.054,464.054
486,24576,70,5.21502e-310,524.385,524.385
487,24576,30,5.21502e-310,536.493,536.493
488,24576,4,6.9516e-310,324.552,324.552
489,24576,30,5.21502e-310,338.021,338.021
490,24576,30,5.21502e-310,538.072,538.072
491,24576,3,6.9516e-310,499.977,499.977
492,24576,1,6.9516e-310,272.414,272.414
493,24576,10,5.21502e-310,312.188,312.188
494,24576,1,6.9516e-310,415.981,415.981
495,24576,1,6.9516e-310,333.078,333.078
496,24576,50,5.21502e-310,684.858,684.858
497,24576,50,5.21502e-310,570.271,570.271
498,24576,3,6.9516e-310,733.99,733.99
499,24576,50,5.21502e-310,545.047,545.047
500,24576,70,5.21502e-310,626.16,626.16
501,24576,2,6.9516e-310,234.933,234.933
502,24576,10,5.21502e-310,573.502,573.502
503,24576,2,6.9516e-310,401.772,401.772
504,24576,4,6.9516e-310,122.565,122.565
505,24576,1,6.9516e-310,493.371,493.371
506,24576,50,5.21502e-310,584.131,584.131
507,24576,4,6.9516e-310,294.198,294.198
508,24576,3,6.9516e-310,722.657,722.657
509,24576,10,5.21502e-310,573.297,573.297
510,24576,4,6.9516e-310,545.358,545.358
511,24576,90,5.21502e-310,481.725,481.725
512,24576,10,5.21502e-310,625.439,625.439
513,24576,5,6.9516e-310,683.995,683.995
514,24576,2,6.9516e-310,169.565,169.565
515,24576,90,5.21502e-310,590.626,590.626
516,24576,70,5.21502e-310,586.375,586.375
517,24576,2,6.9516e-310,428.676,428.676
518,24576,90,5.21502e-310,536.344,536.344
519,24576,50,5.21502e-310,688.403,688.403
520,24576,3,6.9516e-310,650.426,650.426
521,24576,90,5.21502e-310,737.227,737.227
522,24576,4,6.9516e-310,190.752,190.752
523,24576,1,6.9516e-310,375.228,375.228
524,24576,50,5.21502e-310,766.191,766.191
525,24576,10,5.21502e-310,580.471,580.471
526,24576,70,5.21502e-310,599.167,599.167
527,24576,70,5.21502e-310,577.599,577.599
528,24576,3,6.9516e-310,494.971,494.971
529,24576,5,6.9516e-310,342.158,342.158
530,24576,4,6.9516e-310,125.849,125.849
531,24576,4,6.9516e-310,510.557,510.557
532,24576,50,5.21502e-310,960.853,960.853
533,24576,50,5.21502e-310,524.062,524.062
534,24576,50,5.21502e-310,811.796,811.796
535,24576,4,6.9516e-310,427.599,427.599
536,24576,70,5.21502e-310,671.228,671.228
537,24576,90,5.21502e-310,607.202,607.202
538,24576,5,6.9516e-310,814.419,814.419
539,24576,2,6.9516e-310,314.114,314.114
540,24576,10,5.21502e-310,399.627,399.627
541,24576,2,6.9516e-310,395.97,395.97
542,24576,50,5.21502e-310,606.198,606.198
543,24576,90,5.21502e-310,391.939,391.939
544,24576,3,6.9516e-310,716.838,716.838
545,24576,2,6.9516e-310,459.541,459.541
546,24576,5,6.9516e-310,465.203,465.203
547,24576,5,6.9516e-310,377.054,377.054
548,24576,3,6.9516e-310,489.012,489.012
549,24576,10,5.21502e-310,495.601,495.601
550,24576,30,5.21502e-310,488.987,488.987
551,24576,50,5.21502e-310,340.63,340.63
552,24576,70,5.21502e-310,490.794,490.794
553,24576,30,5.21502e-310,467.891,467.891
554,24576,90,5.21502e-310,715.815,715.815
555,24576,30,5.21502e-310,486.549,486.549
556,24576,5,6.9516e-310,668.831,668.831
557,24576,10,5.21502e-310,305.086,305.086
558,24576,50,5.21502e-310,500.055,500.055
559,24576,4,6.9516e-310,168.18,168.18
560,24576,3,6.9516e-310,627.007,627.007
561,24576,3,6.9516e-310,617.336,617.336
562,24576,90,5.21502e-310,421.109,421.109
563,24576,50,5.21502e-310,314.909,314.909
564,24576,4,6.9516e-310,258.904,258.904
565,24576,1,6.9516e-310,421.701,421.701
566,24576,70,5.21502e-310,605.005,605.005
567,24576,3,6.9516e-310,621.902,621.902
568,24576,90,5.21502e-310,597.027,597.027
569,24576,3,6.9516e-310,472.699,472.699
570,24576,1,6.9516e-310,251.695,251.695
571,24576,2,6.9516e-310,423.522,423.522
572,24576,2,6.9516e-310,278.71,278.71
573,24576,10,5.21502e-310,746.363,746.363
574,24576,70,5.21502e-310,683.624,683.624
575,24576,90,5.21502e-310,604.641,604.641
576,24576,5,6.9516e-310,573.311,573.311
577,24576,2,6.9516e-310,530.144,530.144
578,24576,30,5.21502e-310,501.097,501.097
579,24576,10,5.21502e-310,648.663,648.663
580,24576,1,6.9516e-310,594.436,594.436
581,24576,2,6.9516e-310,415.011,415.011
582,24576,2,6.9516e-310,428.905,428.905
583,24576,10,5.21502e-310,546.271,546.271
584,24576,5,6.9516e-310,587.251,587.251
585,24576,1,6.9516e-310,185.924,185.924
586,24576,5,6.9516e-310,614.584,614.584
587,24576,90,5.21502e-310,392.588,392.588
588,24576,3,6.9516e-310,603.966,603.966
589,24576,90,5.21502e-310,619.035,619.035
590,24576,10,5.21502e-310,666.081,666.081
591,24576,50,5.21502e-310,616.928,616.928
592,24576,70,5.21502e-310,461.141,461.141
593,24576,30,5.21502e-310,406.642,406.642
594,24576,50,5.21502e-310,626.405,626.405
595,24576,2,6.9516e-310,435.119,435.119
596,24576,90,5.21502e-310,519.505,519.505
597,24576,2,6.9516e-310,372.314,372.314
598,24576,10,5.21502e-310,366.641,366.641
599,24576,3,6.9516e-310,547.046,547.046
600,24576,30,5.21502e-310,257.732,257.732
601,24576,1,6.9516e-310,300.12,300.12
602,24576,2,6.9516e-310,569.464,569.464
603,24576,50,5.21502e-310,404.66,404.66
604,24576,90,5.21502e-310,509.054,509.054
605,24576,70,5.21502e-310,444.368,444.368
